Mod:Item:MetaData, Localized Name
xreliquary:infernal_claws, item.infernal_claws.name
xreliquary:infernal_tear, item.infernal_tear.name
xreliquary:kraken_shell, item.kraken_shell.name
xreliquary:lantern_of_paranoia, item.lantern_of_paranoia.name
xreliquary:magicbane, item.magicbane.name
xreliquary:midas_touchstone, item.midas_touchstone.name
xreliquary:mob_charm:0, §aZombie Charm
xreliquary:mob_charm:0, §aSkeleton Charm
xreliquary:mob_charm:0, §aWither Skeleton Charm
xreliquary:mob_charm:0, §aCreeper Charm
xreliquary:mob_charm:0, §aWitch Charm
xreliquary:mob_charm:0, §aZombie Pigman Charm
xreliquary:mob_charm:0, §aCave Spider Charm
xreliquary:mob_charm:0, §aSpider Charm
xreliquary:mob_charm:0, §aEnderman Charm
xreliquary:mob_charm:0, §aGhast Charm
xreliquary:mob_charm:0, §aSlime Charm
xreliquary:mob_charm:0, §aMagma Cube Charm
xreliquary:mob_charm:0, §aBlaze Charm
xreliquary:mob_charm:0, §aGuardian Charm
xreliquary:mob_charm_belt, item.mob_charm_belt.name
xreliquary:phoenix_down, item.phoenix_down.name
xreliquary:pyromancer_staff, item.pyromancer_staff.name
xreliquary:rending_gale, item.rending_gale.name
xreliquary:rod_of_lyssa, item.rod_of_lyssa.name
xreliquary:salamander_eye, item.salamander_eye.name
xreliquary:serpent_staff, item.serpent_staff.name
xreliquary:shears_of_winter, item.shears_of_winter.name
xreliquary:sojourner_staff, item.sojourner_staff.name
xreliquary:twilight_cloak, item.twilight_cloak.name
xreliquary:void_tear, item.void_tear.name
xreliquary:witch_hat, item.witch_hat.name
xreliquary:witherless_rose, item.witherless_rose.name
xreliquary:bullet:0, Empty Casing
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:2, Exorcism Shot
xreliquary:bullet:3, Blaze Shot
xreliquary:bullet:4, Ender Shot
xreliquary:bullet:5, Concussive Shot
xreliquary:bullet:6, Buster Shot
xreliquary:bullet:7, Seeker Shot
xreliquary:bullet:8, Sand Shot
xreliquary:bullet:9, Storm Shot
xreliquary:magazine:0, Empty Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:2, Exorcism Magazine
xreliquary:magazine:3, Blaze Magazine
xreliquary:magazine:4, Ender Magazine
xreliquary:magazine:5, Concussive Magazine
xreliquary:magazine:6, Buster Magazine
xreliquary:magazine:7, Seeker Magazine
xreliquary:magazine:8, Sand Magazine
xreliquary:magazine:9, Storm Magazine
xreliquary:gun_part:0, Grip Assembly
xreliquary:gun_part:1, Barrel Assembly
xreliquary:gun_part:2, Hammer Assembly
xreliquary:handgun, item.handgun.name
xreliquary:attraction_potion, item.attraction_potion.name
xreliquary:fertile_potion, item.fertile_potion.name
xreliquary:potion:0, Condensed Potion Vial
xreliquary:tipped_arrow, Tipped Arrow
rftoolscontrol:rftoolscontrol_manual, RFTools Control Manual
rftoolscontrol:program_card, Program Card
rftoolscontrol:cpu_core_500, CPU Core B500
rftoolscontrol:cpu_core_1000, CPU Core S1000
rftoolscontrol:cpu_core_2000, CPU Core EX2000
rftoolscontrol:ram_chip, RAM Chip 8E
rftoolscontrol:network_card, Network Card
rftoolscontrol:advanced_network_card, Advanced Network Card
rftoolscontrol:card_base, Card Base
rftoolscontrol:crafting_card, Crafting Card
rftoolscontrol:token, Token
rftoolscontrol:network_identifier, Network Identifier
rftoolscontrol:graphics_card, Graphics Card
rftoolscontrol:variable_module, Variable Screen Module
rftoolscontrol:interaction_module, Interaction Screen Module
rftoolscontrol:console_module, Console Screen Module
rftoolscontrol:vectorart_module, Vector Art Screen Module
rftoolscontrol:programmer, Programmer
rftoolscontrol:processor, Processor
rftoolscontrol:node, Node
rftoolscontrol:craftingstation, Crafting Station
rftoolscontrol:workbench, Workbench
rftoolscontrol:tank, Multi Tank
rftoolsdim:dimlet_base, Dimlet Base Part
rftoolsdim:dimlet_control_circuit:0, Dimlet Control Circuit Rarity 0
rftoolsdim:dimlet_control_circuit:1, Dimlet Control Circuit Rarity 1
rftoolsdim:dimlet_control_circuit:2, Dimlet Control Circuit Rarity 2
rftoolsdim:dimlet_control_circuit:3, Dimlet Control Circuit Rarity 3
rftoolsdim:dimlet_control_circuit:4, Dimlet Control Circuit Rarity 4
rftoolsdim:dimlet_control_circuit:5, Dimlet Control Circuit Rarity 5
rftoolsdim:dimlet_control_circuit:6, Dimlet Control Circuit Rarity 6
rftoolsdim:dimlet_energy_module:0, Dimlet Basic Energy Module
rftoolsdim:dimlet_energy_module:1, Dimlet Regular Energy Module
rftoolsdim:dimlet_energy_module:2, Dimlet Advanced Energy Module
rftoolsdim:dimlet_memory_unit:0, Dimlet Basic Memory Unit
rftoolsdim:dimlet_memory_unit:1, Dimlet Regular Memory Unit
rftoolsdim:dimlet_memory_unit:2, Dimlet Advanced Memory Unit
rftoolsdim:dimlet_type_controller:0, Dimlet Biome Type Controller
rftoolsdim:dimlet_type_controller:1, Dimlet Liquid Type Controller
rftoolsdim:dimlet_type_controller:2, Dimlet Material Type Controller
rftoolsdim:dimlet_type_controller:3, Dimlet Mob Type Controller
rftoolsdim:dimlet_type_controller:4, Dimlet Sky Type Controller
rftoolsdim:dimlet_type_controller:5, Dimlet Structure Type Controller
rftoolsdim:dimlet_type_controller:6, Dimlet Terrain Type Controller
rftoolsdim:dimlet_type_controller:7, Dimlet Feature Type Controller
rftoolsdim:dimlet_type_controller:8, Dimlet Time Type Controller
rftoolsdim:dimlet_type_controller:9, Dimlet Digit Type Controller
rftoolsdim:dimlet_type_controller:10, Dimlet Effect Type Controller
rftoolsdim:dimlet_type_controller:11, Dimlet Special Type Controller
rftoolsdim:dimlet_type_controller:12, Dimlet Controller Type Controller
rftoolsdim:dimlet_type_controller:13, Dimlet Weather Type Controller
rftoolsdim:dimlet_type_controller:14, Dimlet Patreon Type Controller
rftoolsdim:structure_essence:0, Structure None Essence
rftoolsdim:structure_essence:1, Structure Village Essence
rftoolsdim:structure_essence:2, Structure Stronghold Essence
rftoolsdim:structure_essence:3, Structure Dungeon Essence
rftoolsdim:structure_essence:4, Structure Fortress Essence
rftoolsdim:structure_essence:5, Structure Mineshaft Essence
rftoolsdim:structure_essence:6, Structure Scattered Essence
rftoolsdim:structure_essence:7, Structure Ocean Monument Essence
rftoolsdim:structure_essence:8, Structure Swamp Hut Essence
rftoolsdim:structure_essence:9, Structure Desert Temple Essence
rftoolsdim:structure_essence:10, Structure Jungle Temple Essence
rftoolsdim:structure_essence:11, Structure Igloo Essence
rftoolsdim:known_dimlet:4, Sky Dimlet (Normal night)
rftoolsdim:known_dimlet:5, Structure Dimlet (None)
rftoolsdim:known_dimlet:12, Controller Dimlet (Single)
rftoolsdim:known_dimlet:3, Mob Dimlet (Default)
rftoolsdim:known_dimlet:12, Controller Dimlet (Default)
rftoolsdim:known_dimlet:1, Liquid Dimlet (Water)
rftoolsdim:known_dimlet:10, Effect Dimlet (None)
rftoolsdim:known_dimlet:4, Sky Dimlet (Normal day)
rftoolsdim:known_dimlet:13, Weather Dimlet (Default)
rftoolsdim:known_dimlet:4, Sky Dimlet (Normal)
rftoolsdim:known_dimlet:6, Terrain Dimlet (Void)
rftoolsdim:known_dimlet:9, Digit Dimlet (0)
rftoolsdim:known_dimlet:9, Digit Dimlet (1)
rftoolsdim:known_dimlet:9, Digit Dimlet (2)
rftoolsdim:known_dimlet:9, Digit Dimlet (3)
rftoolsdim:known_dimlet:9, Digit Dimlet (4)
rftoolsdim:known_dimlet:9, Digit Dimlet (5)
rftoolsdim:known_dimlet:9, Digit Dimlet (6)
rftoolsdim:known_dimlet:9, Digit Dimlet (7)
rftoolsdim:known_dimlet:9, Digit Dimlet (8)
rftoolsdim:known_dimlet:9, Digit Dimlet (9)
rftoolsdim:known_dimlet:6, Terrain Dimlet (Flat)
rftoolsdim:known_dimlet:7, Feature Dimlet (None)
rftoolsdim:known_dimlet:8, Time Dimlet (Normal)
rftoolsdim:known_dimlet:2, Material Dimlet (Stone)
rftoolsdim:efficiency_essence, Efficiency Essence
rftoolsdim:mediocre_efficiency_essence, Mediocre Efficiency Essence
rftoolsdim:empty_dimension_tab, Empty Dimension Tab
rftoolsdim:realized_dimension_tab, Realized Dimension Tab
rftoolsdim:dimlet_template, Dimlet Template
rftoolsdim:dimlet_parcel, Dimlet Parcel
rftoolsdim:rftoolsdim_manual, RFTools Dimension Manual
rftoolsdim:dimension_monitor, Dimension Monitor
rftoolsdim:dimension_module, Dimension Screen Module
rftoolsdim:phased_field_generator, Phased Field Generator
rftoolsdim:dimensional_blank_block, Dimensional Blank Block
rftoolsdim:dimensional_block, Dimensional Block
rftoolsdim:dimensional_cross2_block, Dimensional Cross 2 Block
rftoolsdim:dimensional_cross_block, Dimensional Cross Block
rftoolsdim:dimensional_pattern1_block, Dimensional Pattern 1 Block
rftoolsdim:dimensional_pattern2_block, Dimensional Pattern 2 Block
rftoolsdim:dimensional_small_blocks, Dimensional Small Blocks
rftoolsdim:dimension_enscriber, Dimension Enscriber
rftoolsdim:dimension_builder, Dimension Builder
rftoolsdim:dimension_editor, Dimension Editor
rftoolsdim:dimlet_workbench, Dimlet Workbench
rftoolsdim:activity_probe, Activity Probe
rftoolsdim:energy_extractor, Energy Extractor
rftoolsdim:material_absorber, Material Absorber
rftoolsdim:liquid_absorber, Liquid Absorber
rftoolsdim:biome_absorber, Biome Absorber
rftoolsdim:terrain_absorber, Terrain Absorber
rftoolsdim:feature_absorber, Feature Absorber
rftoolsdim:time_absorber, Time Absorber
rftoolsdim:fake_water, retaW
rftoolsdim:fake_gravel, levarG
rftoolsdim:fake_sand, dnaS
rosatech:large_multiblock_casing_thaumcraft:0, Arcane-Sealed Thaumium Casing
rosatech:large_multiblock_casing_thaumcraft:1, Eldritch Void Metal Casing
spiceoflife:bookfoodjournal, Food Journal
spiceoflife:lunchbox, Lunch Box
spiceoflife:lunchbag, Lunch Bag
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:framingtable, Framing Table
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
thaumicenergistics:infusion_provider, Essentia Infusion Provider
thaumicenergistics:arcane_assembler, Arcane Assembler
thaumicenergistics:essentia_cell_1k, 1k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_4k, 4k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_16k, 16k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_64k, 64k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_creative, Creative ME Essentia Storage Cell
thaumicenergistics:essentia_import, ME Essentia Import Bus
thaumicenergistics:essentia_export, ME Essentia Export Bus
thaumicenergistics:essentia_storage, ME Essentia Storage Bus
thaumicenergistics:essentia_terminal, ME Essentia Terminal
thaumicenergistics:arcane_terminal, Arcane Crafting Terminal
thaumicenergistics:arcane_inscriber, Arcane Inscriber
thaumicenergistics:diffusion_core, Diffusion Core
thaumicenergistics:coalescence_core, Coalescence Core
thaumicenergistics:essentia_component_1k, 1k ME Essentia Storage Component
thaumicenergistics:essentia_component_4k, 4k ME Essentia Storage Component
thaumicenergistics:essentia_component_16k, 16k ME Essentia Storage Component
thaumicenergistics:essentia_component_64k, 64k ME Essentia Storage Component
thaumicenergistics:upgrade_arcane, Arcane Charging Upgrade
thaumicenergistics:knowledge_core, Knowledge Core
thaumicenergistics:blank_knowledge_core, Blank Knowledge Core
thaumicenergistics:dummy_aspect, item.thaumicenergistics.dummy_aspect.name
tg:helmet_light, Helm of Light
tg:chestplate_light, Chestplate of Light
tg:leggins_light, Leggins of Light
tg:boots_light, Boots of Light
tg:belt_light, Belt of Light
tg:sword_light, Sword of Light
tg:axe_light, Axe of Light
tg:hoe_light, Hoe of Light
tg:pickaxe_light, Pickaxe of Light
tg:shovel_light, Shovel of Light
tg:shears_light, Shears of Light
tg:helmet_shade, Shaded Helmet
tg:chestplate_shade, Shaded Chestplate
tg:leggins_shade, Shaded Leggins
tg:boots_shade, Shaded Boots
tg:belt_shade, Shaded Belt
tg:sword_shade, Shaded Sword
tg:axe_shade, Shaded Axe
tg:hoe_shade, Shaded Hoe
tg:pickaxe_shade, Shaded Pickaxe
tg:shovel_shade, Shaded Shovel
tg:shears_shade, Shaded Shears
tg:sword_primal, Primal Sword
tg:axe_primal, Primal Axe
tg:hammer_primal, Primal Hammer
tg:helmet_primal, Primal Helmet
tg:chestplate_primal, Primal Chestplate
tg:leggins_primal, Primal Leggins
tg:boots_primal, Primal Boots
tg:helmet_primal_up, Primal Helmet Upgraded
tg:chestplate_primal_up, Primal Chestplate Upgraded
tg:leggins_primal_up, Primal Leggins Upgraded
tg:boots_primal_up, Primal Boots Upgraded
tg:tool_gemcutter, Gemcutter's Tools
tg:yarn, Yarn
tg:yarn_gold, Golden Yarn
tg:yarn_thanium, Thauminium Yarn
tg:yarn_magic, Magic Yarn
tg:yarn_light, Yarn of Light
tg:yarn_shade, Shaded Yarn
tg:yarn_ether, Ether Yarn
tg:yarn_void, Void Yarn
tg:fabric_decorated, Decorated Fabric
tg:fabric_enchanted, Enchanted Fabric
tg:fabric_light, Fabric of Light
tg:fabric_shade, Shaded Fabric
tg:fabric_void, Void Fabric
tg:fabric_bewitched, Bewitched Fabric
tg:fabric_volatile, Volatile Fabric
tg:wolf_hide, Wolf Hide
tg:ingot_light, Ingot of Light
tg:ingot_shade, Shaded Ingot
tg:nugget_light, Nugget of Light
tg:nugget_shade, Shaded Nugget
tg:oval_crystal_air, Oval Crystal (Aer)
tg:oval_crystal_earth, Oval Crystal (Terra)
tg:oval_crystal_fire, Oval Crystal (Ignis)
tg:oval_crystal_water, Oval Crystal (Aqua)
tg:oval_crystal_order, Oval Crystal (Ordo)
tg:oval_crystal_entropy, Oval Crystal (Perditio)
tg:sharped_crystal_air, Sharped Crystal (Aer)
tg:sharped_crystal_earth, Sharped Crystal (Terra)
tg:sharped_crystal_fire, Sharped Crystal (Ignis)
tg:sharped_crystal_water, Sharped Crystal (Aqua)
tg:sharped_crystal_order, Sharped Crystal (Ordo)
tg:sharped_crystal_entropy, Sharped Crystal (Perditio)
tg:crystal_dust, Crystal Dust
tg:ash, Ash
tg:pouch_magic_1, Magic Pouch
tg:pouch_magic_2, Enchanted Pouch
tg:pouch_magic_3, Bewitched Pouch
tg:pouch_hungry_magic_1, Hungry Magic Pouch
tg:pouch_hungry_magic_2, Hungry Enchanted Pouch
tg:pouch_hungry_magic_3, Hungry Bewitched Pouch
tg:pouch_ender, Ender Pouch
tg:pouch_void, Void Pouch
tg:pouch_lense, Lense Pouch
tg:scythe_thaum, Thaumium Scythe
tg:scythe_void, Void Scythe
tg:scythe_light, Scythe of Light
tg:scythe_shade, Shaded Scythe
tg:fortified_glass_shard, Fortified Glass Shard
tg:cache_compass, Seeker Amulet
tg:shade_rose_bush_seed, Shade Rose Bush Seed
tg:shade_rose_seed, Shade Rose Seed
tg:shade_petal, Shade Rose Petal
tg:light_rose_bush_seed, Light Rose Bush Seed
tg:light_rose_seed, Light Rose Seed
tg:light_petal, Light Rose Petal
tg:lense_blank, Blank Lense
tg:lense_night_vision, Night Vision Lense
tg:lense_echo_loc, Echo Loc Lense
tg:lense_death_gaze, Death Gaze Lense
tg:lense_fire, Fire Lense
tg:lense_knockback, Knockback Lense
tg:lense_decay, Decay Lense
tg:tg, item.tg.name
tg:block_light, Block of Light Metal
tg:block_shade, Shaded Metal Block
tg:ore_light, Light Ore
tg:ore_shade, Shaded Ore
tg:spinning_wheel, Spinning Wheel
tg:terramorfer, Terramorfer
tg:gemcutter, Cutting Table
tg:extruder, Thaumic Extruder
tg:extruder_up, Upgraded Thaumic Extruder
tg:blast_furnace, Infernal Blast Furnace
tg:ageing_stone, Ageing Stone
tg:dechantment_table, Dechantment Table
tg:fortified_glass, Fortified Glass
tg:fortified_glass_pane, Fortified Glass Pane
tg:statue, Statue
tg:dummy, Dummy Block
tg:ancient_sarcophagus, Ancient Sarcophagus
tg:ancient_cache, Ancient Cache
tg:stabilizer_1, Ancient Holder
tg:eye, Eye of the Ancient
tg:book_holder, Book Holder
tg:stabilizer_2, Pillar of Creation
tg:spire, Greater Spire
tg:part_stab_1, Ancient Holder Blank
tg:lamp, Holder
tg:part_stab_2, Pillar of Creation Blank
tg:obsidian_ph, tile.obsidian_ph.name
tg:soul_sand_ph, tile.soul_sand_ph.name
tg:nether_bricks_ph, tile.nether_bricks_ph.name
tg:stab_1_ph, tile.stab_1_ph.name
tg:stab_2_ph, tile.stab_2_ph.name
tg:eye_ph, tile.eye_ph.name
tg:spire_ph, tile.spire_ph.name
tg:teleportator, Teleportator
tg:teleportator_core, Spatial Matrix
tg:teleportator_frame, Limiting Contour
tg:teleportator_floor, Platform
tg:teleportator_core_ph, tile.teleportator_core_ph.name
tg:teleportator_frame_ph, tile.teleportator_frame_ph.name
tg:teleportator_floor_ph, tile.teleportator_floor_ph.name
tg:shade_rose_bush, Shade Rose Bush
tg:shade_rose, Shade Rose
tg:light_rose_bush, Light Rose Bush
tg:light_rose, Light Rose
tg:ench_obs, Enchanted Obsidian
tg:ench_obs_dummy, Enchanted Obsidian
tg:eldrich_core, Pocket Eldrich
tg:lit_eldrich_core, Pocket Eldrich
thaumicaugmentation:vis_regenerator, Vis Regenerator
thaumicaugmentation:warded_chest, Warded Chest
thaumicaugmentation:temporary_light, Casted Light
thaumicaugmentation:stone:0, Void Stone
thaumicaugmentation:stone:1, Tainted Void Stone
thaumicaugmentation:stone:2, Tainted Void Stone Soil
thaumicaugmentation:stone:3, Ancient Runes
thaumicaugmentation:stone:4, Intricate Glyphed Stone
thaumicaugmentation:stone:5, Ancient Bricks
thaumicaugmentation:stone:6, Crusted Stone
thaumicaugmentation:stone:7, Glowing Crusted Stone
thaumicaugmentation:stone:8, Ancient Pillar
thaumicaugmentation:stone:9, Smooth Ancient Bricks
thaumicaugmentation:stone:10, Ancient Cobblestone
thaumicaugmentation:stone:11, Ancient Lantern
thaumicaugmentation:arcane_trapdoor_wood, Greatwood Arcane Trapdoor
thaumicaugmentation:arcane_trapdoor_metal, Thaumium Arcane Trapdoor
thaumicaugmentation:arcane_trapdoor_silverwood, Silverwood Arcane Trapdoor
thaumicaugmentation:taint_flower, Tainted Flower
thaumicaugmentation:impetus_drainer, Impetus Drainer
thaumicaugmentation:impetus_relay, Impetus Relay
thaumicaugmentation:impetus_diffuser, Impetus Diffuser
thaumicaugmentation:impetus_matrix, Impetus Matrix
thaumicaugmentation:impetus_matrix_base, Impetus Matrix Base
thaumicaugmentation:rift_feeder, Flux Inducer
thaumicaugmentation:rift_mover_input, Metaspatial Accumulator
thaumicaugmentation:rift_mover_output, Metaspatial Extruder
thaumicaugmentation:void_recharge_pedestal, Void Recharge Pedestal
thaumicaugmentation:arcane_terraformer, Arcane Terraformer
thaumicaugmentation:rift_monitor, Extradimensional Monitor
thaumicaugmentation:impetus_generator, Impetus Generator
thaumicaugmentation:stability_field_generator, Stability Field Generator
thaumicaugmentation:impetus_gate, Impetus Gate
thaumicaugmentation:stairs_ancient, Ancient Stone Stairs
thaumicaugmentation:slab:0, Ancient Stone Tile Slab
thaumicaugmentation:stairs_eldritch_tile, Eldritch Stone Stairs
thaumicaugmentation:bars:0, Ancient Bars
thaumicaugmentation:fortified_glass, Fortified Glass
thaumicaugmentation:fortified_glass_pane, Fortified Glass Pane
thaumicaugmentation:starfield_glass:0, Starfield Glass (Rift)
thaumicaugmentation:starfield_glass:1, Starfield Glass (Dimensional Fracture)
thaumicaugmentation:starfield_glass:2, Starfield Glass (Magic Mirror)
thaumicaugmentation:capstone:0, Eldritch Capstone
thaumicaugmentation:capstone:1, Ancient Capstone
thaumicaugmentation:capstone:2, Eldritch Altar
thaumicaugmentation:capstone:3, Ancient Altar
thaumicaugmentation:strange_crystal, Strange Crystal
thaumicaugmentation:crab_vent, Crusted Opening
thaumicaugmentation:eldritch_lock:0, Eldritch Lock
thaumicaugmentation:eldritch_lock:1, Eldritch Lock
thaumicaugmentation:eldritch_lock:2, Eldritch Lock
thaumicaugmentation:eldritch_lock:3, Eldritch Lock
thaumicaugmentation:eldritch_lock_impetus, Eldritch Lock
thaumicaugmentation:button_greatwood, Greatwood Button
thaumicaugmentation:button_silverwood, Silverwood Button
thaumicaugmentation:button_arcane_stone, Arcane Stone Button
thaumicaugmentation:warded_button_greatwood, Greatwood Arcane Button
thaumicaugmentation:warded_button_silverwood, Silverwood Arcane Button
thaumicaugmentation:warded_button_arcane_stone, Arcane Stone Arcane Button
thaumicaugmentation:pressure_plate_greatwood, Greatwood Pressure Plate
thaumicaugmentation:pressure_plate_silverwood, Silverwood Pressure Plate
thaumicaugmentation:pressure_plate_arcane_stone, Arcane Stone Pressure Plate
thaumicaugmentation:warded_pressure_plate_greatwood, Greatwood Arcane Pressure Plate
thaumicaugmentation:warded_pressure_plate_silverwood, Silverwood Arcane Pressure Plate
thaumicaugmentation:warded_pressure_plate_arcane_stone, Arcane Stone Arcane Pressure Plate
thaumicaugmentation:urn:0, Common Urn
thaumicaugmentation:urn:1, Uncommon Urn
thaumicaugmentation:urn:2, Rare Urn
thaumicaugmentation:item_grate, Item Grate
thaumicaugmentation:glass_tube, Glass Essentia Tube
thaumicaugmentation:impetus_creative:0, Creative Impetus Source
thaumicaugmentation:impetus_creative:1, Creative Impetus Sink
thaumicaugmentation:gauntlet:0, Thaumium Caster's Gauntlet
thaumicaugmentation:gauntlet:1, Voidseer Caster's Gauntlet
thaumicaugmentation:material:0, Vis Regeneration Lattice
thaumicaugmentation:material:1, Warding Sigil
thaumicaugmentation:material:2, Amalgamated Gear
thaumicaugmentation:material:3, Impetus Cell
thaumicaugmentation:material:4, Harness Base
thaumicaugmentation:material:5, Impetus Jewel
thaumicaugmentation:seal_copier, Seal Copier
thaumicaugmentation:arcane_door:0, Greatwood Arcane Door
thaumicaugmentation:arcane_door:1, Thaumium Arcane Door
thaumicaugmentation:arcane_door:2, Silverwood Arcane Door
thaumicaugmentation:key:0, Iron Key
thaumicaugmentation:key:1, Brass key
thaumicaugmentation:key:2, Thaumium Key
thaumicaugmentation:void_boots, Void Thaumaturge Boots
thaumicaugmentation:rift_seed:0, Flux Rift Seed
thaumicaugmentation:rift_seed:0, Flux Rift Seed
thaumicaugmentation:rift_seed:1, Flux Seed
thaumicaugmentation:rift_seed:1, Flux Seed
thaumicaugmentation:augment_caster_rift_energy_storage, Impetus Conductor
thaumicaugmentation:fracture_locator:0, Fracture Locator
thaumicaugmentation:augment_builder_power:0, Modifier: Experience
thaumicaugmentation:augment_builder_power:0, Modifier: Elemental
thaumicaugmentation:augment_builder_power:0, Modifier: Overworld
thaumicaugmentation:augment_builder_power:0, Modifier: Nether
thaumicaugmentation:augment_builder_power:0, Modifier: The End
thaumicaugmentation:augment_builder_power:0, Modifier: Emptiness
thaumicaugmentation:augment_builder_power:0, Modifier: Frenzy
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Focus Power
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Cast Speed
thaumicaugmentation:augment_builder_effect:0, Effect Crystal: Vis Discount
thaumicaugmentation:morphic_tool, Morphic Tool
thaumicaugmentation:primal_cutter:0, Primal Cutter
thaumicaugmentation:primal_cutter:0, Primal Cutter
thaumicaugmentation:rift_jar:0, Reinforced Jar
thaumicaugmentation:rift_jar:0, Rift in a Jar
thaumicaugmentation:impetus_mirror:0, Impetus Mirror
thaumicaugmentation:impetus_linker:0, Impetus Resonator
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
